"","Type","Gender","Color1","Color2","Color3","MaturitySize","FurLength","Vaccinated","Dewormed","Sterilized","Health","Quantity","Fee","VideoAmt","PhotoAmt","AdoptionSpeed","breedname","AgeYears","NumColors","AllMeds","purebreed"
"1020","Dog","Female","Golden","Cream",NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,1,"3","Labrador Retriever",2,"2","3","Yes"
"1021","Dog","Male","Cream",NA,NA,"Medium","Short","Yes","Yes","No","Healthy",1,0,NA,1,"1","Labrador Retriever",0,"1","4","Yes"
"1022","Dog","Male","Brown",NA,NA,"Large","Short","Yes","Yes","Yes","Healthy",1,0,NA,5,"4","Labrador Retriever",2,"1","3","Yes"
"1023","Dog","Female","Cream","White",NA,"Large","Medium","Not Sure","Not Sure","Yes","Healthy",1,0,NA,3,"3","Labrador Retriever",0,"2","7","Yes"
"1024","Dog","Male","Brown","Golden",NA,"Large","Medium","Yes","Yes","No","Healthy",1,0,NA,5,"3","Labrador Retriever",0,"2","4","Yes"
"1025","Dog","Female","Brown","Cream",NA,"Medium","Medium","Yes","Yes","Yes","Healthy",1,0,NA,4,"3","Labrador Retriever",11,"2","3","Yes"
"1026","Dog","Female","Brown",NA,NA,"Medium","Short","Yes","Yes","No","Healthy",1,0,NA,2,"3","Labrador Retriever",0,"1","4","Yes"
"1027","Dog","Mixed","Brown","Cream","White","Medium","Medium","No","No","No","Healthy",4,50,NA,11,"2","Labrador Retriever",0,"3","6","Yes"
"1028","Dog","Female","White",NA,NA,"Medium","Short","Not Sure","Not Sure","No","Healthy",1,0,NA,5,"3","Labrador Retriever",0,"1","8","Yes"
"1029","Dog","Mixed","Cream",NA,NA,"Medium","Medium","Not Sure","Not Sure","Yes","Healthy",2,0,NA,3,"4","Labrador Retriever",4,"1","7","Yes"
"1030","Dog","Mixed","Black","White",NA,"Medium","Short","Yes","Yes","Yes","Healthy",2,0,NA,8,"3","Labrador Retriever",1,"2","3","Yes"
"1031","Dog","Female","Black","Gray",NA,"Large","Short","No","No","No","Healthy",1,0,NA,4,"1","Labrador Retriever",0,"2","6","Yes"
"1032","Dog","Male","Brown",NA,NA,"Medium","Medium","No","No","No","Healthy",1,0,NA,5,"1","Labrador Retriever",0,"1","6","Yes"
"1033","Dog","Female","Black","Brown",NA,"Medium","Short","No","Yes","Yes","Healthy",1,0,NA,4,"3","Labrador Retriever",1,"2","4","Yes"
"1034","Dog","Female","Cream","White",NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,5,"2","Labrador Retriever",0,"2","3","Yes"
"1035","Dog","Female","Brown",NA,NA,"Medium","Short","Not Sure","Not Sure","No","Healthy",1,0,NA,2,"3","Labrador Retriever",0,"1","8","Yes"
"1036","Dog","Female","Cream",NA,NA,"Large","Short","Not Sure","Not Sure","No","Healthy",1,0,NA,2,"3","Labrador Retriever",0,"1","8","Yes"
"1037","Dog","Female","Yellow",NA,NA,"Medium","Short","No","Yes","Yes","Healthy",1,0,NA,1,"4","Labrador Retriever",3,"1","4","Yes"
"1038","Dog","Male","Brown",NA,NA,"Large","Short","Yes","Not Sure","Yes","Healthy",1,300,NA,3,"3","Labrador Retriever",2,"1","5","Yes"
"1039","Dog","Male","Cream",NA,NA,"Large","Short","Yes","Yes","No","Healthy",1,0,NA,6,"2","Labrador Retriever",6,"1","4","Yes"
"1040","Dog","Female","Black",NA,NA,"Large","Short","Yes","Yes","Not Sure","Healthy",1,0,NA,0,"1","Labrador Retriever",0,"1","5","Yes"
"1041","Dog","Male","Brown","White",NA,"Medium","Medium","No","No","No","Healthy",1,0,NA,1,"1","Labrador Retriever",0,"2","6","Yes"
"1042","Dog","Female","Brown",NA,NA,"Medium","Medium","Not Sure","Not Sure","No","Healthy",1,0,NA,2,"2","Labrador Retriever",0,"1","8","Yes"
"1043","Dog","Female","Brown","White",NA,"Large","Short","Yes","Yes","No","Healthy",1,0,NA,5,"3","Labrador Retriever",0,"2","4","Yes"
"1044","Dog","Female","Golden",NA,NA,"Large","Short","No","No","No","Healthy",1,200,NA,2,"1","Labrador Retriever",3,"1","6","Yes"
"1045","Dog","Male","Brown",NA,NA,"Large","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,1,"2","Labrador Retriever",1,"1","9","Yes"
"1046","Dog","Male","Cream",NA,NA,"Large","Short","Yes","Yes","No","Healthy",1,0,NA,3,"0","Labrador Retriever",6,"1","4","Yes"
"1047","Dog","Female","Black",NA,NA,"Large","Short","Yes","Yes","Yes","Healthy",1,50,NA,6,"3","Labrador Retriever",8,"1","3","Yes"
"1048","Dog","Male","Yellow",NA,NA,"Large","Medium","Yes","Yes","No","Healthy",1,0,NA,3,"1","Labrador Retriever",3,"1","4","Yes"
"1049","Dog","Male","Black","Brown","Golden","Large","Medium","Yes","Yes","Yes","Healthy",2,0,NA,3,"1","Labrador Retriever",10,"3","3","Yes"
"1050","Dog","Male","Black",NA,NA,"Large","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,1,"2","Labrador Retriever",1,"1","9","Yes"
"1051","Dog","Female","Brown",NA,NA,"Medium","Short","Yes","Not Sure","No","Healthy",1,0,NA,4,"2","Labrador Retriever",3,"1","6","Yes"
"1052","Dog","Female","Black","Brown","White","Medium","Short","No","No","No","Healthy",1,0,NA,1,"2","Labrador Retriever",0,"3","6","Yes"
"1053","Dog","Female","Yellow","White",NA,"Medium","Medium","No","No","No","Healthy",1,0,NA,0,"4","Labrador Retriever",0,"2","6","Yes"
"1054","Dog","Female","Golden",NA,NA,"Large","Short","Yes","Yes","No","Healthy",1,300,NA,2,"2","Labrador Retriever",1,"1","4","Yes"
"1055","Dog","Female","Brown",NA,NA,"Medium","Short","Yes","Yes","No","Healthy",1,0,NA,6,"3","Labrador Retriever",0,"1","4","Yes"
"1056","Dog","Male","Cream",NA,NA,"Medium","Medium","No","Yes","No","Healthy",1,200,NA,2,"4","Labrador Retriever",3,"1","5","Yes"
"1057","Dog","Male","Cream","White",NA,"Medium","Medium","Yes","Yes","Yes","Healthy",1,0,NA,9,"3","Labrador Retriever",5,"2","3","Yes"
"1058","Dog","Female","Yellow",NA,NA,"Medium","Short","Yes","Yes","No","Healthy",2,0,NA,5,"4","Labrador Retriever",4,"1","4","Yes"
"1059","Dog","Male","Brown","White",NA,"Medium","Medium","No","No","No","Healthy",1,0,NA,5,"1","Labrador Retriever",0,"2","6","Yes"
"1060","Dog","Female","Black","Yellow","White","Medium","Short","No","No","No","Healthy",1,0,NA,1,"1","Labrador Retriever",0,"3","6","Yes"
"1061","Dog","Female","Black",NA,NA,"Large","Medium","No","No","No","Healthy",1,0,NA,2,"3","Labrador Retriever",0,"1","6","Yes"
"1062","Dog","Female","Black","Brown","Golden","Large","Short","No","No","No","Healthy",1,0,5,6,"2","Labrador Retriever",0,"3","6","Yes"
"1063","Dog","Female","Black",NA,NA,"Large","Medium","Yes","Yes","Not Sure","Healthy",1,300,NA,1,"3","Labrador Retriever",2,"1","5","Yes"
"1064","Dog","Mixed","Black","Brown",NA,"Medium","Medium","No","No","No","Healthy",3,50,NA,3,"1","Labrador Retriever",0,"2","6","Yes"
"1065","Dog","Male","Black","Brown",NA,"Medium","Medium","No","No","No","Healthy",1,0,NA,4,"4","Labrador Retriever",5,"2","6","Yes"
"1066","Dog","Female","Cream",NA,NA,"Large","Short","Yes","No","Yes","Minor Injury",1,0,NA,0,"4","Labrador Retriever",10,"1","4","Yes"
"1067","Dog","Female","Black","Golden","White","Large","Short","No","No","No","Healthy",1,0,NA,5,"2","Labrador Retriever",0,"3","6","Yes"
"1068","Dog","Female","White",NA,NA,"Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,1,"2","Labrador Retriever",0,"1","9","Yes"
"1069","Dog","Male","Black","White",NA,"Large","Short","Not Sure","Not Sure","No","Healthy",1,0,NA,6,"2","Labrador Retriever",1,"2","8","Yes"
"1070","Dog","Male","Golden","White",NA,"Medium","Short","Yes","Yes","Not Sure","Healthy",1,0,NA,4,"2","Labrador Retriever",8,"2","5","Yes"
"1071","Dog","Female","Black",NA,NA,"Medium","Short","Yes","Yes","No","Healthy",1,5,NA,2,"1","Labrador Retriever",0,"1","4","Yes"
"1072","Dog","Female","Golden","Yellow",NA,"Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,2,"2","Labrador Retriever",1,"2","9","Yes"
"1073","Dog","Male","Yellow",NA,NA,"Large","Short","Yes","Yes","No","Healthy",1,0,NA,3,"2","Labrador Retriever",1,"1","4","Yes"
"1074","Dog","Male","Cream",NA,NA,"Medium","Short","Yes","Yes","No","Healthy",1,0,NA,8,"3","Labrador Retriever",7,"1","4","Yes"
"1075","Dog","Female","Golden","Cream",NA,"Large","Medium","Yes","Yes","Yes","Healthy",1,0,NA,1,"2","Labrador Retriever",2,"2","3","Yes"
"1076","Dog","Male","Yellow","Cream","White","Medium","Medium","Not Sure","Yes","Not Sure","Healthy",1,150,NA,5,"1","Labrador Retriever",0,"3","7","Yes"
"1077","Dog","Female","Black","White",NA,"Large","Short","Yes","Yes","Yes","Healthy",1,300,NA,4,"4","Labrador Retriever",1,"2","3","Yes"
"1078","Dog","Female","Black","White",NA,"Medium","Short","No","Yes","No","Healthy",4,0,NA,2,"4","Labrador Retriever",0,"2","5","Yes"
"1079","Dog","Female","Brown","Cream",NA,"Large","Short","Yes","Yes","Yes","Healthy",1,0,NA,1,"4","Labrador Retriever",7,"2","3","Yes"
"1080","Dog","Female","Golden",NA,NA,"Medium","Short","Yes","Yes","No","Healthy",1,0,NA,1,"1","Labrador Retriever",0,"1","4","Yes"
"1081","Dog","Female","Black","Brown","Cream","Large","Medium","Yes","Yes","No","Healthy",1,0,NA,9,"3","Labrador Retriever",0,"3","4","Yes"
"1082","Dog","Female","Cream",NA,NA,"Large","Medium","Yes","Yes","Yes","Healthy",1,250,NA,3,"2","Labrador Retriever",4,"1","3","Yes"
"1083","Dog","Female","Black",NA,NA,"Large","Short","Yes","Yes","No","Healthy",1,0,NA,3,"1","Labrador Retriever",0,"1","4","Yes"
"1084","Dog","Male","Cream","White",NA,"Large","Short","No","No","No","Healthy",1,0,NA,4,"1","Labrador Retriever",0,"2","6","Yes"
"1085","Dog","Female","Black",NA,NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,5,"1","Labrador Retriever",0,"1","3","Yes"
"1086","Dog","Female","Black",NA,NA,"Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,3,"3","Labrador Retriever",1,"1","9","Yes"
"1087","Dog","Male","Black","Brown",NA,"Large","Medium","No","Yes","No","Healthy",1,0,NA,0,"4","Labrador Retriever",1,"2","5","Yes"
"1088","Dog","Mixed","Black",NA,NA,"Medium","Medium","No","Yes","No","Healthy",2,0,NA,6,"1","Labrador Retriever",0,"1","5","Yes"
"1089","Dog","Female","Black",NA,NA,"Large","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,5,"2","Labrador Retriever",0,"1","9","Yes"
"1090","Dog","Female","Golden","Cream","White","Medium","Short","Not Sure","Yes","No","Healthy",1,0,NA,2,"0","Labrador Retriever",0,"3","6","Yes"
"1091","Dog","Female","Black",NA,NA,"Large","Short","No","No","No","Healthy",1,0,NA,1,"1","Labrador Retriever",0,"1","6","Yes"
"1092","Dog","Mixed","Black","Brown","Cream","Medium","Medium","No","No","No","Healthy",6,0,NA,1,"2","Labrador Retriever",0,"3","6","Yes"
"1093","Dog","Female","Brown",NA,NA,"Medium","Medium","Yes","Yes","Yes","Healthy",2,0,NA,2,"4","Labrador Retriever",1,"1","3","Yes"
"1094","Dog","Female","Black","Brown",NA,"Medium","Medium","Not Sure","Yes","No","Healthy",1,0,NA,5,"2","Labrador Retriever",0,"2","6","Yes"
"1095","Dog","Male","Golden",NA,NA,"Large","Short","No","Yes","Yes","Healthy",2,0,NA,2,"4","Labrador Retriever",9,"1","4","Yes"
"1096","Dog","Male","Brown",NA,NA,"Medium","Short","Not Sure","Yes","Yes","Healthy",1,8,NA,3,"1","Labrador Retriever",0,"1","5","Yes"
"1097","Dog","Female","Brown","White",NA,"Medium","Medium","Yes","Yes","Yes","Healthy",2,0,NA,1,"2","Labrador Retriever",2,"2","3","Yes"
"1098","Dog","Female","Brown","Golden",NA,"Large","Short","No","No","No","Healthy",1,0,NA,1,"4","Labrador Retriever",2,"2","6","Yes"
"1099","Dog","Female","White",NA,NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,1,6,"4","Labrador Retriever",1,"1","3","Yes"
"1100","Dog","Male","Black","White",NA,"Medium","Medium","Yes","Yes","No","Healthy",1,0,NA,3,"1","Labrador Retriever",0,"2","4","Yes"
"1101","Dog","Female","Golden","Yellow",NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,6,"3","Labrador Retriever",6,"2","3","Yes"
"1102","Dog","Male","Golden","White",NA,"Medium","Short","No","Yes","No","Healthy",1,0,NA,2,"1","Labrador Retriever",0,"2","5","Yes"
"1103","Dog","Female","Cream",NA,NA,"Large","Medium","Not Sure","Not Sure","No","Healthy",1,0,NA,5,"2","Labrador Retriever",0,"1","8","Yes"
"1104","Dog","Female","Black","Brown",NA,"Medium","Short","Yes","Yes","No","Healthy",1,50,NA,2,"1","Labrador Retriever",0,"2","4","Yes"
"1105","Dog","Mixed","Cream","White",NA,"Medium","Medium","No","No","No","Healthy",8,150,NA,8,"4","Labrador Retriever",0,"2","6","Yes"
"1106","Dog","Mixed","Golden","Yellow",NA,"Large","Short","Yes","Yes","Yes","Healthy",2,0,NA,2,"2","Labrador Retriever",6,"2","3","Yes"
"1107","Dog","Female","Yellow",NA,NA,"Large","Short","Yes","Yes","Yes","Healthy",1,0,NA,6,"3","Labrador Retriever",8,"1","3","Yes"
"1108","Dog","Female","Black","Brown",NA,"Medium","Short","Not Sure","Not Sure","No","Healthy",1,0,NA,3,"3","Labrador Retriever",0,"2","8","Yes"
"1109","Dog","Female","White",NA,NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,150,NA,4,"4","Labrador Retriever",3,"1","3","Yes"
"1110","Dog","Male","Brown",NA,NA,"Medium","Short","Not Sure","Not Sure","No","Healthy",1,0,NA,1,"3","Labrador Retriever",0,"1","8","Yes"
"1111","Dog","Female","Golden",NA,NA,"Large","Short","Yes","Yes","Yes","Healthy",1,0,NA,3,"3","Labrador Retriever",1,"1","3","Yes"
"1112","Dog","Female","Brown",NA,NA,"Medium","Short","Yes","Yes","No","Healthy",1,0,NA,5,"3","Labrador Retriever",0,"1","4","Yes"
"1113","Dog","Female","White",NA,NA,"Medium","Short","Yes","Yes","No","Healthy",1,0,NA,4,"2","Labrador Retriever",0,"1","4","Yes"
"1114","Dog","Male","Black",NA,NA,"Medium","Short","No","Yes","No","Healthy",1,0,NA,4,"2","Labrador Retriever",0,"1","5","Yes"
"1115","Dog","Female","Black","White",NA,"Large","Medium","Yes","Yes","No","Healthy",1,200,NA,5,"4","Labrador Retriever",0,"2","4","Yes"
"1116","Dog","Female","Golden","Cream",NA,"Medium","Medium","Yes","Yes","No","Healthy",1,0,NA,5,"1","Labrador Retriever",0,"2","4","Yes"
"1117","Dog","Male","Cream",NA,NA,"Large","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,2,"2","Labrador Retriever",7,"1","9","Yes"
"1118","Dog","Male","Black",NA,NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,11,"2","Labrador Retriever",0,"1","3","Yes"
"1119","Dog","Male","Black",NA,NA,"Large","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,1,"3","Labrador Retriever",7,"1","9","Yes"
"1120","Dog","Male","Cream",NA,NA,"Large","Short","No","Yes","No","Minor Injury",1,0,NA,4,"4","Labrador Retriever",2,"1","5","Yes"
"1121","Dog","Male","Golden","White",NA,"Medium","Short","No","Yes","No","Healthy",1,0,NA,0,"0","Labrador Retriever",0,"2","5","Yes"
"1122","Dog","Female","Cream",NA,NA,"Medium","Medium","Yes","Yes","No","Healthy",6,0,NA,11,"1","Labrador Retriever",0,"1","4","Yes"
"1123","Dog","Male","Black",NA,NA,"Medium","Short","Not Sure","Yes","Yes","Healthy",1,0,NA,7,"2","Labrador Retriever",1,"1","5","Yes"
"1124","Dog","Female","Black","Brown","Cream","Medium","Short","No","Yes","Not Sure","Healthy",1,0,NA,1,"3","Lancashire Heeler",0,"3","6","Yes"
"1125","Dog","Male","Gray","White",NA,"Medium","Long","Yes","Yes","Yes","Healthy",1,0,NA,2,"2","Lhasa Apso",2,"2","3","Yes"
"1126","Dog","Male","Brown","White",NA,"Small","Medium","Yes","Yes","Yes","Healthy",1,0,NA,2,"1","Lhasa Apso",2,"2","3","Yes"
"1127","Dog","Female","Brown","Cream",NA,"Medium","Short","No","Yes","Not Sure","Healthy",1,0,NA,1,"3","Lowchen",0,"2","6","Yes"
"1128","Dog","Female","White",NA,NA,"Small","Long","Yes","Yes","No","Healthy",1,300,NA,2,"1","Maltese",4,"1","4","Yes"
"1129","Dog","Female","White",NA,NA,"Small","Medium","Yes","Yes","Not Sure","Healthy",1,0,NA,1,"1","Maltese",5,"1","5","Yes"
"1130","Dog","Male","White",NA,NA,"Small","Long","Yes","Yes","No","Healthy",1,300,NA,2,"1","Maltese",3,"1","4","Yes"
"1131","Dog","Male","White",NA,NA,"Small","Long","Yes","Yes","Yes","Healthy",1,0,NA,5,"2","Maltese",5,"1","3","Yes"
"1132","Dog","Female","White",NA,NA,"Small","Medium","Yes","Yes","Yes","Healthy",1,100,NA,4,"1","Maltese",3,"1","3","Yes"
"1133","Dog","Female","White",NA,NA,"Small","Medium","Yes","Yes","Yes","Healthy",1,0,NA,2,"3","Maltese",1,"1","3","Yes"
"1134","Dog","Male","White",NA,NA,"Small","Medium","Yes","Yes","Not Sure","Minor Injury",1,100,NA,1,"4","Maltese",4,"1","5","Yes"
"1135","Dog","Male","White",NA,NA,"Small","Long","Yes","Yes","Yes","Healthy",1,100,NA,4,"1","Maltese",4,"1","3","Yes"
"1136","Dog","Female","White",NA,NA,"Small","Medium","Yes","Yes","Yes","Healthy",1,400,NA,2,"1","Maltese",2,"1","3","Yes"
"1137","Dog","Mixed","Brown","Cream",NA,"Small","Medium","Not Sure","Not Sure","Not Sure","Healthy",2,100,NA,2,"3","Maltese",0,"2","9","Yes"
"1138","Dog","Male","White",NA,NA,"Small","Long","Yes","Yes","No","Healthy",1,200,NA,0,"3","Maltese",0,"1","4","Yes"
"1139","Dog","Female","White",NA,NA,"Small","Short","Yes","Yes","Yes","Healthy",1,200,NA,4,"1","Maltese",3,"1","3","Yes"
"1140","Dog","Female","White",NA,NA,"Small","Short","Not Sure","Not Sure","Not Sure","Healthy",1,50,NA,2,"0","Maltese",3,"1","9","Yes"
"1141","Dog","Male","White",NA,NA,"Small","Medium","Yes","Yes","No","Healthy",1,0,NA,1,"1","Maltese",1,"1","4","Yes"
"1142","Dog","Male","White",NA,NA,"Medium","Medium","Yes","Yes","Yes","Healthy",1,300,NA,1,"3","Maltese",4,"1","3","Yes"
"1143","Dog","Female","White",NA,NA,"Small","Medium","Yes","Yes","Yes","Healthy",2,0,NA,3,"2","Maltese",3,"1","3","Yes"
"1144","Dog","Male","White",NA,NA,"Small","Medium","Yes","Yes","No","Healthy",1,0,NA,1,"1","Maltese",1,"1","4","Yes"
"1145","Dog","Male","White",NA,NA,"Small","Medium","Yes","Yes","No","Healthy",1,0,NA,3,"1","Maltese",7,"1","4","Yes"
"1146","Dog","Female","Cream","White",NA,"Small","Long","Yes","Yes","Not Sure","Healthy",1,299,NA,2,"4","Maltese",4,"2","5","Yes"
"1147","Dog","Mixed","Black","Brown",NA,"Medium","Short","No","No","No","Healthy",3,0,NA,3,"2","Manchester Terrier",0,"2","6","Yes"
"1148","Dog","Male","Black","Brown",NA,"Medium","Short","No","No","No","Healthy",1,0,NA,1,"1","Manchester Terrier",0,"2","6","Yes"
"1149","Dog","Mixed","Brown",NA,NA,"Medium","Short","Yes","Yes","No","Healthy",2,0,NA,0,"4","Mastiff",4,"1","4","Yes"
"1150","Dog","Male","Black","Brown",NA,"Large","Short","Yes","Yes","Yes","Healthy",1,0,NA,5,"4","Mastiff",6,"2","3","Yes"
"1151","Dog","Male","Brown","Golden",NA,"Large","Short","Yes","Yes","No","Healthy",1,0,NA,4,"1","Mastiff",5,"2","4","Yes"
"1152","Dog","Mixed","Black","Brown","Cream","Medium","Short","Yes","Yes","No","Healthy",6,0,NA,5,"4","Mastiff",0,"3","4","Yes"
"1153","Dog","Male","Brown","Golden",NA,"Small","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,1,"4","Miniature Pinscher",7,"2","9","Yes"
"1154","Dog","Male","Brown",NA,NA,"Small","Short","Yes","Yes","No","Minor Injury",1,0,NA,4,"4","Miniature Pinscher",6,"1","4","Yes"
"1155","Dog","Female","Black","Golden",NA,"Small","Short","Yes","Not Sure","No","Healthy",1,50,NA,3,"3","Miniature Pinscher",2,"2","6","Yes"
"1156","Dog","Female","Black",NA,NA,"Small","Short","Not Sure","Not Sure","Not Sure","Healthy",1,100,NA,1,"4","Miniature Pinscher",0,"1","9","Yes"
"1157","Dog","Male","Black","Brown",NA,"Small","Short","No","Yes","No","Healthy",1,0,NA,6,"3","Miniature Pinscher",0,"2","5","Yes"
"1158","Dog","Mixed","Brown",NA,NA,"Small","Short","Yes","Yes","Yes","Healthy",2,0,NA,3,"3","Miniature Pinscher",3,"1","3","Yes"
"1159","Dog","Male","Brown",NA,NA,"Small","Short","Yes","Yes","No","Healthy",1,0,NA,2,"2","Miniature Pinscher",5,"1","4","Yes"
"1160","Dog","Male","Brown",NA,NA,"Small","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,1,"2","Miniature Pinscher",1,"1","9","Yes"
"1161","Dog","Female","Cream","White",NA,"Small","Short","No","No","No","Healthy",1,20,NA,1,"3","Miniature Pinscher",0,"2","6","Yes"
"1162","Dog","Male","Brown",NA,NA,"Small","Short","Yes","Yes","No","Healthy",1,0,NA,1,"1","Miniature Pinscher",0,"1","4","Yes"
"1163","Dog","Male","Black",NA,NA,"Medium","Short","No","Yes","Yes","Healthy",1,0,NA,2,"2","Miniature Pinscher",1,"1","4","Yes"
"1164","Dog","Male","Black","Brown","White","Small","Short","Yes","Yes","No","Healthy",2,0,NA,11,"2","Miniature Pinscher",7,"3","4","Yes"
"1165","Dog","Female","Black",NA,NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,4,"3","Miniature Pinscher",2,"1","3","Yes"
"1166","Dog","Female","Black","Yellow",NA,"Medium","Short","Yes","Yes","No","Healthy",1,250,NA,3,"1","Miniature Pinscher",1,"2","4","Yes"
"1167","Dog","Male","Cream",NA,NA,"Small","Short","No","No","No","Healthy",1,0,NA,3,"2","Miniature Pinscher",0,"1","6","Yes"
"1168","Dog","Mixed","Black","Golden",NA,"Medium","Short","Yes","Yes","No","Healthy",2,0,NA,13,"2","Miniature Pinscher",0,"2","4","Yes"
"1169","Dog","Female","Black","Brown",NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,11,"3","Miniature Pinscher",0,"2","3","Yes"
"1170","Dog","Male","Black","Brown",NA,"Small","Short","Not Sure","Yes","No","Healthy",1,0,NA,6,"3","Miniature Pinscher",0,"2","6","Yes"
"1171","Dog","Female","Black",NA,NA,"Small","Short","Yes","Yes","No","Minor Injury",1,0,NA,3,"1","Miniature Pinscher",10,"1","4","Yes"
"1172","Dog","Female","Black",NA,NA,"Medium","Short","No","Yes","No","Healthy",1,0,NA,5,"3","Miniature Pinscher",0,"1","5","Yes"
"1173","Dog","Male","Brown",NA,NA,"Small","Short","Yes","Not Sure","No","Healthy",1,100,NA,2,"2","Miniature Pinscher",8,"1","6","Yes"
"1174","Dog","Female","Black","Brown","Golden","Small","Short","Yes","Yes","No","Healthy",1,0,NA,1,"0","Miniature Pinscher",3,"3","4","Yes"
"1175","Dog","Female","Black","Brown",NA,"Small","Short","Yes","Yes","No","Healthy",1,200,NA,2,"1","Miniature Pinscher",0,"2","4","Yes"
"1176","Dog","Male","Black","Brown",NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,1,"4","Miniature Pinscher",10,"2","3","Yes"
"1177","Dog","Female","Golden",NA,NA,"Small","Short","Yes","Yes","Yes","Healthy",1,0,NA,6,"1","Miniature Pinscher",1,"1","3","Yes"
"1178","Dog","Male","Black","Brown",NA,"Small","Short","Not Sure","Yes","Yes","Healthy",1,0,NA,5,"3","Miniature Pinscher",1,"2","5","Yes"
"1179","Dog","Male","Black","Brown",NA,"Small","Short","No","Yes","No","Healthy",1,0,NA,3,"4","Miniature Pinscher",0,"2","5","Yes"
"1180","Dog","Female","Black",NA,NA,"Small","Medium","No","Yes","No","Healthy",1,0,NA,3,"2","Miniature Pinscher",0,"1","5","Yes"
"1181","Dog","Female","Brown",NA,NA,"Small","Short","Yes","Yes","No","Healthy",1,220,NA,2,"1","Miniature Pinscher",0,"1","4","Yes"
"1182","Dog","Female","Black","Brown",NA,"Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,2,"3","Miniature Pinscher",3,"2","9","Yes"
"1183","Dog","Female","Black","Brown",NA,"Small","Short","No","No","No","Healthy",1,100,NA,2,"1","Miniature Pinscher",0,"2","6","Yes"
"1184","Dog","Male","Black","Brown",NA,"Medium","Short","Yes","Yes","Yes","Minor Injury",1,160,NA,6,"3","Miniature Pinscher",2,"2","3","Yes"
"1185","Dog","Female","Black","Brown",NA,"Small","Short","Yes","Yes","Not Sure","Healthy",1,0,NA,5,"3","Miniature Pinscher",4,"2","5","Yes"
"1186","Dog","Female","Black","Brown",NA,"Small","Short","Yes","Yes","Yes","Minor Injury",1,180,NA,9,"3","Miniature Pinscher",4,"2","3","Yes"
"1187","Dog","Female","Black","Brown",NA,"Small","Short","No","Yes","No","Healthy",2,0,NA,2,"1","Miniature Pinscher",0,"2","5","Yes"
"1188","Dog","Female","Cream",NA,NA,"Medium","Short","No","Yes","No","Healthy",1,0,NA,8,"3","Miniature Pinscher",0,"1","5","Yes"
"1189","Dog","Male","Black","White",NA,"Small","Short","Not Sure","Yes","No","Healthy",1,0,NA,3,"2","Miniature Pinscher",1,"2","6","Yes"
"1190","Dog","Male","Brown","Cream",NA,"Small","Short","Yes","Yes","No","Healthy",1,0,NA,1,"3","Miniature Pinscher",7,"2","4","Yes"
"1191","Dog","Male","Brown",NA,NA,"Small","Short","Not Sure","Yes","No","Healthy",1,0,NA,1,"1","Miniature Pinscher",5,"1","6","Yes"
"1192","Dog","Female","Brown",NA,NA,"Small","Medium","Yes","Yes","No","Healthy",1,100,NA,2,"4","Miniature Pinscher",2,"1","4","Yes"
"1193","Dog","Male","Black","Brown",NA,"Small","Short","Not Sure","Not Sure","No","Healthy",1,0,NA,2,"3","Miniature Pinscher",1,"2","8","Yes"
"1194","Dog","Male","Black","Brown","Cream","Small","Short","Yes","Yes","Yes","Healthy",1,0,NA,5,"4","Miniature Pinscher",0,"3","3","Yes"
"1195","Dog","Male","Brown",NA,NA,"Small","Short","Yes","Yes","Not Sure","Healthy",1,350,NA,5,"2","Miniature Pinscher",0,"1","5","Yes"
"1196","Dog","Male","Black","Brown",NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,2,"4","Miniature Pinscher",2,"2","3","Yes"
"1197","Dog","Female","Brown",NA,NA,"Small","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,8,"2","Miniature Pinscher",2,"1","9","Yes"
"1198","Dog","Female","Black","Brown","Golden","Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,3,"4","Miniature Pinscher",4,"3","3","Yes"
