"","Gender","MaturitySize","FurLength","Vaccinated","Dewormed","Sterilized","Health","Quantity","Fee","VideoAmt","PhotoAmt","AdoptionSpeed","breedname","AgeYears","NumColors","AllMeds","ColorName1","ColorName2","ColorName3","height_low_inches","height_high_inches","weight_low_lbs","weight_high_lbs","avg_weight","size","hypoallergenic"
"1977","2","2","3","1","1","2","1",1,0,0,3,"1","Spitz",5,"2","4","Brown","Golden",NA,NA,NA,NA,NA,NA,NA,"No"
"1978","1","2","3","1","1","2","1",1,0,0,9,"1","Spitz",1,"2","4","Golden","Cream",NA,NA,NA,NA,NA,NA,NA,"No"
"1979","1","3","2","1","1","1","1",1,0,0,2,"1","Spitz",0,"3","3","Black","Brown","White",NA,NA,NA,NA,NA,NA,"No"
"1980","2","1","1","1","1","1","1",1,0,0,8,"1","Spitz",0,"2","3","Brown","Golden",NA,NA,NA,NA,NA,NA,NA,"No"
"1981","2","1","1","1","1","1","1",1,0,0,4,"1","Spitz",3,"1","3","Golden",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"1982","1","2","2","1","1","2","1",1,0,0,5,"1","Spitz",2,"2","4","Brown","White",NA,NA,NA,NA,NA,NA,NA,"No"
"1983","1","2","2","3","3","3","1",1,50,0,4,"1","Spitz",0,"3","9","Black","Brown","Golden",NA,NA,NA,NA,NA,NA,"No"
"1984","1","2","2","2","1","2","1",1,0,0,2,"1","Spitz",0,"3","5","Black","Brown","White",NA,NA,NA,NA,NA,NA,"No"
"1985","2","2","2","3","3","3","1",1,0,0,4,"1","Spitz",1,"1","9","White",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"1986","2","2","2","1","1","2","1",1,300,0,5,"1","Spitz",1,"1","4","White",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"1987","2","2","2","2","2","2","1",1,0,0,7,"1","Spitz",0,"2","6","Golden","Cream",NA,NA,NA,NA,NA,NA,NA,"No"
"1988","1","2","2","2","2","2","1",1,0,0,9,"1","Spitz",0,"2","6","Brown","Golden",NA,NA,NA,NA,NA,NA,NA,"No"
"1989","1","1","3","1","1","1","1",1,200,0,2,"1","Spitz",1,"1","3","Black",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"1990","3","2","1","2","1","2","1",2,0,0,4,"1","Spitz",0,"2","5","Black","Brown",NA,NA,NA,NA,NA,NA,NA,"No"
"1991","1","2","2","1","1","1","1",1,0,0,3,"1","Spitz",4,"1","3","Cream",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"1992","1","2","2","2","2","2","1",1,0,0,5,"1","Spitz",0,"2","6","Brown","Golden",NA,NA,NA,NA,NA,NA,NA,"No"
"1993","3","1","1","2","2","2","1",6,0,0,11,"1","Spitz",0,"2","6","Black","Brown",NA,NA,NA,NA,NA,NA,NA,"No"
"1994","2","2","2","1","1","1","1",1,0,0,7,"1","Spitz",2,"2","3","Cream","White",NA,NA,NA,NA,NA,NA,NA,"No"
"1995","2","2","2","1","1","2","1",2,1,0,7,"1","Spitz",0,"3","4","Black","Brown","White",NA,NA,NA,NA,NA,NA,"No"
"1996","1","2","1","1","1","1","1",5,0,0,3,"1","Spitz",0,"1","3","Brown",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"1997","1","2","2","1","1","2","1",1,0,0,2,"1","Spitz",5,"2","4","Golden","Cream",NA,NA,NA,NA,NA,NA,NA,"No"
"1998","2","1","2","1","1","1","1",1,0,0,4,"1","Spitz",0,"2","3","Brown","White",NA,NA,NA,NA,NA,NA,NA,"No"
"1999","2","2","2","3","3","1","1",1,0,0,2,"1","Spitz",6,"1","7","Black",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2000","1","2","1","3","3","3","1",1,100,0,5,"1","Spitz",0,"3","9","Black","Brown","Golden",NA,NA,NA,NA,NA,NA,"No"
"2001","1","2","2","3","3","3","1",1,0,0,1,"1","Spitz",5,"2","9","Cream","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2002","2","1","2","2","2","1","1",1,50,0,4,"1","Spitz",1,"3","5","Brown","Cream","White",NA,NA,NA,NA,NA,NA,"No"
"2003","2","2","1","1","1","1","1",1,0,0,2,"1","Spitz",2,"2","3","Brown","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2004","1","2","3","3","3","3","1",1,0,0,6,"1","Spitz",2,"2","9","Brown","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2005","2","1","2","2","1","2","1",1,0,0,2,"1","Spitz",0,"1","5","Cream",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2006","2","3","1","1","1","1","1",1,0,0,2,"1","Staffordshire Bull Terrier",8,"1","3","Brown",NA,NA,14,16,24,28,26,"small","No"
"2007","1","3","3","1","1","2","1",1,0,0,1,"1","Standard Poodle",4,"1","4","White",NA,NA,NA,NA,NA,NA,NA,NA,"Yes"
"2008","1","3","2","1","1","2","1",1,0,0,3,"1","Standard Poodle",2,"1","4","Brown",NA,NA,NA,NA,NA,NA,NA,NA,"Yes"
"2009","2","1","2","1","1","1","1",1,0,0,1,"1","Swedish Vallhund",1,"1","3","Black",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2010","1","2","2","3","3","3","1",1,0,0,2,"1","Terrier",6,"2","9","Black","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2011","3","2","2","2","2","2","1",4,0,0,2,"1","Terrier",0,"3","6","Black","Cream","White",NA,NA,NA,NA,NA,NA,"No"
"2012","2","2","3","1","1","1","1",1,0,0,3,"1","Terrier",3,"3","3","Brown","Golden","Cream",NA,NA,NA,NA,NA,NA,"No"
"2013","1","2","2","1","1","1","1",1,0,0,2,"1","Terrier",3,"2","3","Black","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2014","2","1","2","1","1","3","1",1,0,0,4,"1","Terrier",5,"2","5","Brown","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2015","2","2","1","2","1","2","1",2,0,0,5,"1","Terrier",0,"3","5","Black","Brown","Cream",NA,NA,NA,NA,NA,NA,"No"
"2016","2","2","2","2","1","1","1",1,0,0,7,"1","Terrier",3,"2","4","Brown","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2017","1","2","3","1","1","1","1",1,0,0,3,"1","Terrier",4,"3","3","Brown","Cream","White",NA,NA,NA,NA,NA,NA,"No"
"2018","2","2","1","1","1","1","1",1,0,0,1,"1","Terrier",1,"2","3","Brown","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2019","1","2","1","1","1","1","1",1,0,0,11,"1","Terrier",2,"1","3","Cream",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2020","1","2","2","3","3","3","1",1,0,0,3,"1","Terrier",1,"1","9","Black",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2021","2","2","2","1","3","2","1",1,0,0,3,"1","Terrier",0,"2","6","Black","Brown",NA,NA,NA,NA,NA,NA,NA,"No"
"2022","2","2","1","1","1","2","1",1,0,0,1,"1","Terrier",3,"2","4","Black","Cream",NA,NA,NA,NA,NA,NA,NA,"No"
"2023","1","2","1","1","1","1","1",1,0,0,5,"1","Terrier",3,"2","3","Black","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2024","2","2","1","2","2","2","1",1,0,0,11,"1","Terrier",0,"2","6","Black","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2025","2","2","1","2","1","2","1",1,0,0,1,"1","Terrier",0,"2","5","Brown","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2026","2","2","3","3","3","3","1",1,0,0,0,"1","Terrier",1,"1","9","Black",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2027","1","2","3","3","3","3","1",1,0,0,4,"1","Terrier",0,"1","9","Cream",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2028","1","2","2","1","1","1","1",1,0,0,4,"1","Terrier",2,"2","3","Brown","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2029","1","2","2","1","1","2","2",1,0,0,3,"1","Terrier",2,"2","4","Cream","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2030","1","2","1","2","2","2","1",1,0,0,9,"1","Terrier",0,"2","6","Black","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2031","2","1","3","1","1","1","1",1,300,0,1,"1","Terrier",1,"1","3","Cream",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2032","1","2","2","1","1","1","1",1,0,0,7,"1","Terrier",0,"3","3","Brown","Cream","Gray",NA,NA,NA,NA,NA,NA,"No"
"2033","2","2","2","1","1","1","1",1,300,0,9,"1","Terrier",0,"2","3","Black","Gray",NA,NA,NA,NA,NA,NA,NA,"No"
"2034","1","2","1","2","2","2","1",1,0,0,1,"1","Terrier",0,"2","6","Black","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2035","2","2","2","1","1","2","1",1,250,0,4,"1","Terrier",0,"1","4","Brown",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2036","2","1","1","1","1","1","1",1,0,0,5,"1","Terrier",3,"3","3","Black","Brown","White",NA,NA,NA,NA,NA,NA,"No"
"2037","2","2","1","2","2","2","1",1,50,0,5,"1","Terrier",0,"2","6","Black","Golden",NA,NA,NA,NA,NA,NA,NA,"No"
"2038","3","2","1","2","1","2","1",8,0,0,9,"1","Terrier",0,"3","5","Black","Brown","White",NA,NA,NA,NA,NA,NA,"No"
"2039","2","2","3","2","2","2","1",2,0,0,1,"1","Terrier",0,"2","6","Black","Brown",NA,NA,NA,NA,NA,NA,NA,"No"
"2040","1","2","3","1","1","1","1",2,200,0,1,"1","Terrier",2,"3","3","Black","Brown","White",NA,NA,NA,NA,NA,NA,"No"
"2041","1","2","2","3","3","1","1",1,0,0,5,"1","Terrier",2,"1","7","Black",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2042","2","2","2","2","2","2","1",1,50,0,4,"1","Terrier",0,"1","6","White",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2043","2","2","2","1","1","2","1",1,0,0,2,"1","Terrier",0,"3","4","Black","Brown","Gray",NA,NA,NA,NA,NA,NA,"No"
"2044","2","1","1","1","1","2","1",1,0,0,4,"1","Terrier",0,"2","4","Black","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2045","3","2","1","1","1","2","1",2,0,0,5,"1","Terrier",0,"3","4","Yellow","Cream","White",NA,NA,NA,NA,NA,NA,"No"
"2046","1","1","2","3","1","2","1",1,0,0,5,"1","Terrier",7,"2","6","Brown","Cream",NA,NA,NA,NA,NA,NA,NA,"No"
"2047","1","2","1","2","1","2","1",1,0,0,12,"1","Terrier",0,"1","5","Cream",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2048","1","2","1","2","1","2","1",1,0,0,2,"1","Terrier",0,"2","5","Brown","Cream",NA,NA,NA,NA,NA,NA,NA,"No"
"2049","3","2","2","2","2","2","1",4,250,0,3,"1","Terrier",0,"3","6","Black","Brown","Cream",NA,NA,NA,NA,NA,NA,"No"
"2050","1","2","1","1","1","1","1",1,0,0,4,"1","Terrier",1,"2","3","Brown","Cream",NA,NA,NA,NA,NA,NA,NA,"No"
"2051","2","2","3","1","1","2","1",1,0,0,5,"1","Terrier",4,"1","4","White",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2052","2","2","1","1","1","1","1",1,300,0,1,"1","Terrier",1,"2","3","Black","Brown",NA,NA,NA,NA,NA,NA,NA,"No"
"2053","2","1","3","1","1","1","1",1,0,0,2,"0","Terrier",3,"3","3","Black","Gray","White",NA,NA,NA,NA,NA,NA,"No"
"2054","2","3","2","1","1","2","1",1,0,0,9,"1","Terrier",0,"3","4","Black","Brown","White",NA,NA,NA,NA,NA,NA,"No"
"2055","2","2","3","1","1","1","1",1,300,0,2,"1","Terrier",2,"3","3","Black","Brown","White",NA,NA,NA,NA,NA,NA,"No"
"2056","2","2","2","1","1","3","1",1,250,0,5,"1","Terrier",0,"1","5","Cream",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2057","2","1","2","1","1","2","1",1,0,0,4,"1","Terrier",0,"3","4","Black","Brown","White",NA,NA,NA,NA,NA,NA,"No"
"2058","2","2","2","1","1","1","1",1,0,0,3,"1","Terrier",6,"2","3","Brown","Cream",NA,NA,NA,NA,NA,NA,NA,"No"
"2059","2","2","1","2","2","2","1",2,0,0,1,"1","Terrier",0,"3","6","Black","Brown","Cream",NA,NA,NA,NA,NA,NA,"No"
"2060","1","2","2","2","1","2","1",1,0,0,3,"1","Terrier",1,"1","5","Brown",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2061","1","2","2","2","2","2","1",1,20,0,2,"1","Terrier",2,"1","6","Golden",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2062","1","2","2","1","1","1","1",1,200,0,2,"1","Terrier",3,"3","3","Black","Cream","Gray",NA,NA,NA,NA,NA,NA,"No"
"2063","2","2","1","1","1","2","1",1,0,0,7,"1","Terrier",0,"2","4","Brown","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2064","2","2","2","1","1","2","1",1,0,0,7,"1","Terrier",1,"3","4","Black","Brown","White",NA,NA,NA,NA,NA,NA,"No"
"2065","2","3","2","1","1","2","1",1,0,0,6,"1","Terrier",0,"3","4","Brown","Cream","White",NA,NA,NA,NA,NA,NA,"No"
"2066","2","2","2","2","2","2","1",1,0,0,1,"1","Terrier",1,"3","6","Brown","Golden","Cream",NA,NA,NA,NA,NA,NA,"No"
"2067","2","2","1","2","2","2","1",1,0,0,2,"1","Terrier",0,"2","6","Brown","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2068","1","2","1","1","1","1","1",1,0,0,3,"1","Terrier",1,"2","3","Brown","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2069","1","2","1","1","1","2","1",1,0,0,4,"1","Terrier",0,"2","4","Cream","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2070","2","2","1","2","2","2","1",1,0,0,6,"1","Terrier",0,"3","6","Brown","Cream","White",NA,NA,NA,NA,NA,NA,"No"
"2071","1","2","2","3","3","2","1",1,0,0,5,"1","Terrier",5,"2","8","Cream","Gray",NA,NA,NA,NA,NA,NA,NA,"No"
"2072","1","3","2","1","1","1","1",1,200,0,2,"1","Terrier",3,"3","3","Black","Gray","White",NA,NA,NA,NA,NA,NA,"No"
"2073","3","2","1","2","2","2","1",2,0,0,3,"1","Terrier",0,"3","6","Black","Brown","White",NA,NA,NA,NA,NA,NA,"No"
"2074","1","2","3","3","1","2","1",1,0,0,5,"1","Terrier",3,"1","6","White",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2075","2","1","2","3","3","3","2",1,0,0,3,"1","Terrier",0,"1","9","Black",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2076","2","2","1","1","1","1","1",1,0,0,7,"1","Terrier",2,"3","3","Black","Brown","White",NA,NA,NA,NA,NA,NA,"No"
"2077","1","2","3","1","1","1","1",1,0,1,4,"1","Terrier",2,"1","3","White",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2078","2","3","2","1","1","1","1",1,0,0,2,"1","Terrier",2,"3","3","Black","Brown","Cream",NA,NA,NA,NA,NA,NA,"No"
"2079","2","1","1","3","3","3","1",1,0,0,5,"1","Terrier",1,"1","9","Cream",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2080","2","2","1","2","1","2","1",1,0,0,2,"1","Terrier",0,"2","5","Brown","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2081","2","2","3","2","1","2","1",1,0,0,6,"1","Terrier",0,"1","5","Black",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2082","2","3","3","1","1","1","1",1,0,0,1,"1","Terrier",1,"1","3","Black",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2083","2","2","3","1","1","1","1",1,0,0,1,"1","Terrier",2,"3","3","Golden","Cream","White",NA,NA,NA,NA,NA,NA,"No"
"2084","1","2","2","3","3","3","1",1,100,0,3,"1","Terrier",2,"1","9","White",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2085","2","2","2","1","3","2","1",1,0,0,2,"1","Terrier",0,"1","6","White",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2086","2","2","1","2","1","2","1",1,0,0,5,"1","Terrier",0,"3","5","Black","Brown","White",NA,NA,NA,NA,NA,NA,"No"
"2087","2","2","2","1","1","2","1",1,200,0,8,"1","Terrier",0,"2","4","Black","Cream",NA,NA,NA,NA,NA,NA,NA,"No"
"2088","1","2","1","2","2","2","1",1,0,0,1,"1","Terrier",1,"2","6","Brown","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2089","3","1","1","3","3","3","1",4,0,0,10,"1","Terrier",1,"1","9","Brown",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2090","2","2","2","3","3","3","1",1,0,0,1,"1","Terrier",0,"3","9","Golden","Cream","White",NA,NA,NA,NA,NA,NA,"No"
"2091","2","2","2","2","2","2","1",2,0,0,9,"1","Terrier",0,"3","6","Black","Golden","Cream",NA,NA,NA,NA,NA,NA,"No"
"2092","1","2","1","2","2","2","1",1,0,0,2,"1","Terrier",0,"2","6","Brown","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2093","2","2","2","2","1","2","1",1,0,0,3,"1","Terrier",0,"2","5","Black","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2094","2","2","1","1","1","2","1",1,0,0,5,"1","Terrier",0,"2","4","Black","Brown",NA,NA,NA,NA,NA,NA,NA,"No"
"2095","2","2","1","2","1","2","1",1,0,0,1,"1","Terrier",0,"3","5","Black","Brown","White",NA,NA,NA,NA,NA,NA,"No"
"2096","2","2","2","1","1","2","1",1,0,0,2,"1","Terrier",0,"2","4","Black","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2097","1","2","2","1","1","2","1",1,0,0,1,"1","Terrier",6,"2","4","Cream","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2098","3","1","2","3","3","3","1",8,0,0,3,"1","Terrier",0,"3","9","Brown","Golden","Gray",NA,NA,NA,NA,NA,NA,"No"
"2099","1","2","1","3","3","2","1",1,0,0,4,"1","Terrier",0,"2","8","Black","Brown",NA,NA,NA,NA,NA,NA,NA,"No"
"2100","2","1","2","2","1","3","1",1,25,0,7,"1","Terrier",3,"1","6","Golden",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2101","2","2","2","1","1","1","1",1,0,0,8,"1","Terrier",0,"3","3","Black","Brown","White",NA,NA,NA,NA,NA,NA,"No"
"2102","1","3","3","1","1","1","1",1,300,0,4,"1","Terrier",3,"1","3","White",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2103","2","2","3","2","3","3","1",1,0,0,3,"1","Terrier",4,"3","8","Brown","Yellow","White",NA,NA,NA,NA,NA,NA,"No"
"2104","2","2","2","3","3","3","1",1,0,0,10,"1","Terrier",2,"1","9","White",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2105","1","3","3","1","1","2","1",1,0,0,1,"1","Terrier",0,"1","4","Black",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2106","2","2","3","3","3","1","1",1,0,0,1,"1","Terrier",2,"1","7","White",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2107","2","2","1","1","1","1","1",1,300,0,1,"1","Terrier",1,"2","3","Brown","Cream",NA,NA,NA,NA,NA,NA,NA,"No"
"2108","1","2","2","2","1","2","1",1,0,0,3,"1","Terrier",0,"2","5","Brown","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2109","1","2","2","1","1","2","1",1,0,0,5,"1","Terrier",0,"3","4","Brown","Golden","White",NA,NA,NA,NA,NA,NA,"No"
"2110","1","2","1","1","1","2","1",1,0,0,3,"1","Terrier",1,"2","4","Golden","Cream",NA,NA,NA,NA,NA,NA,NA,"No"
"2111","2","2","3","1","1","2","1",2,0,0,3,"1","Terrier",0,"2","4","Brown","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2112","1","2","2","1","1","2","1",1,250,0,5,"1","Terrier",0,"2","4","Black","Golden",NA,NA,NA,NA,NA,NA,NA,"No"
"2113","2","2","2","1","1","2","1",1,0,0,3,"1","Terrier",2,"2","4","Brown","Cream",NA,NA,NA,NA,NA,NA,NA,"No"
"2114","2","2","1","1","1","1","1",1,0,0,2,"1","Terrier",0,"1","3","Golden",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2115","2","2","2","2","1","2","1",1,150,0,8,"1","Terrier",0,"3","5","Cream","Gray","White",NA,NA,NA,NA,NA,NA,"No"
"2116","1","1","2","1","1","2","1",1,0,0,6,"1","Terrier",0,"2","4","Black","Brown",NA,NA,NA,NA,NA,NA,NA,"No"
"2117","1","2","1","1","1","1","1",1,200,0,1,"1","Terrier",0,"1","3","Cream",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2118","3","2","2","3","3","3","1",3,0,0,1,"1","Terrier",0,"3","9","Black","Brown","Yellow",NA,NA,NA,NA,NA,NA,"No"
"2119","1","2","1","1","1","1","1",1,0,0,10,"1","Terrier",1,"2","3","Gray","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2120","3","2","2","1","1","3","1",3,100,0,3,"1","Terrier",0,"2","5","Cream","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2121","2","2","2","1","1","1","1",1,0,0,6,"1","Terrier",1,"1","3","White",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2122","2","1","3","1","1","3","1",1,200,0,2,"1","Terrier",1,"2","5","Cream","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2123","3","2","1","2","1","2","1",5,0,0,6,"1","Terrier",0,"3","5","Black","Brown","Golden",NA,NA,NA,NA,NA,NA,"No"
"2124","2","1","1","2","1","2","1",1,0,0,10,"1","Terrier",0,"2","5","Black","Brown",NA,NA,NA,NA,NA,NA,NA,"No"
"2125","2","2","2","1","1","1","1",1,0,0,2,"1","Terrier",1,"3","3","Black","Brown","Gray",NA,NA,NA,NA,NA,NA,"No"
"2126","2","2","2","2","2","2","1",1,0,0,3,"1","Terrier",0,"1","6","Cream",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2127","1","2","1","2","1","2","1",1,0,0,3,"1","Terrier",0,"2","5","Black","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2128","2","2","2","1","1","1","1",1,0,0,5,"1","Terrier",2,"1","3","Cream",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2129","2","2","3","1","1","1","1",2,0,0,3,"1","Terrier",7,"2","3","Black","Cream",NA,NA,NA,NA,NA,NA,NA,"No"
"2130","2","2","2","1","3","2","1",1,0,0,3,"1","Terrier",0,"2","6","Black","Brown",NA,NA,NA,NA,NA,NA,NA,"No"
"2131","2","2","3","3","3","2","1",1,0,0,3,"1","Terrier",1,"1","8","Gray",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2132","2","2","1","2","2","2","1",1,0,0,5,"1","Terrier",0,"3","6","Black","Brown","White",NA,NA,NA,NA,NA,NA,"No"
"2133","1","2","1","1","1","2","1",1,0,0,7,"1","Terrier",0,"2","4","Black","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2134","1","2","2","1","1","2","1",1,200,0,2,"1","Terrier",0,"2","4","Brown","Cream",NA,NA,NA,NA,NA,NA,NA,"No"
"2135","2","2","2","1","1","1","1",1,0,0,2,"1","Terrier",4,"1","3","Black",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2136","1","2","2","3","3","3","1",1,0,0,4,"1","Terrier",1,"2","9","Brown","Cream",NA,NA,NA,NA,NA,NA,NA,"No"
"2137","2","2","2","3","3","2","1",1,0,0,3,"1","Terrier",0,"3","8","Black","Brown","White",NA,NA,NA,NA,NA,NA,"No"
"2138","2","2","1","2","1","2","1",1,0,0,2,"1","Terrier",0,"2","5","Brown","Cream",NA,NA,NA,NA,NA,NA,NA,"No"
"2139","2","2","3","2","2","2","1",1,20,0,1,"1","Terrier",0,"1","6","White",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2140","2","1","2","1","1","1","1",1,200,0,1,"1","Terrier",9,"2","3","Brown","Cream",NA,NA,NA,NA,NA,NA,NA,"No"
"2141","2","2","1","2","1","2","1",1,0,0,7,"1","Terrier",0,"2","5","Brown","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2142","2","2","2","3","1","2","1",1,0,0,5,"1","Terrier",1,"2","6","Brown","Cream",NA,NA,NA,NA,NA,NA,NA,"No"
"2143","1","1","3","1","1","1","1",1,300,0,1,"1","Terrier",1,"1","3","Cream",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2144","1","3","3","1","1","1","1",1,300,0,1,"1","Terrier",3,"2","3","Black","Brown",NA,NA,NA,NA,NA,NA,NA,"No"
"2145","2","2","2","3","3","1","1",1,0,0,3,"1","Terrier",2,"1","7","Cream",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2146","1","1","2","3","3","3","1",1,0,0,2,"1","Terrier",6,"2","9","Cream","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2147","1","2","2","1","1","1","1",1,0,2,8,"1","Terrier",2,"2","3","Brown","Cream",NA,NA,NA,NA,NA,NA,NA,"No"
"2148","1","2","3","2","1","1","1",1,200,0,7,"1","Terrier",0,"2","4","Black","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2149","1","2","2","1","1","2","1",1,0,0,6,"1","Terrier",0,"2","4","Black","Golden",NA,NA,NA,NA,NA,NA,NA,"No"
"2150","1","1","2","2","1","2","1",1,0,0,5,"1","Terrier",0,"1","5","Brown",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2151","2","2","2","3","1","1","1",1,0,0,3,"1","Terrier",5,"1","5","Brown",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2152","1","2","1","2","1","2","1",1,0,0,2,"1","Terrier",0,"2","5","Golden","Cream",NA,NA,NA,NA,NA,NA,NA,"No"
"2153","2","2","2","1","3","2","1",1,0,0,3,"1","Terrier",0,"2","6","Black","Brown",NA,NA,NA,NA,NA,NA,NA,"No"
"2154","2","1","1","3","3","1","1",1,0,0,3,"1","Terrier",1,"2","7","Brown","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2155","2","2","1","2","1","2","1",1,0,0,11,"1","Terrier",0,"2","5","Cream","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2156","2","2","1","2","2","2","1",3,0,0,14,"1","Terrier",0,"3","6","Black","Brown","White",NA,NA,NA,NA,NA,NA,"No"
"2157","1","2","1","2","1","2","1",1,0,0,2,"1","Terrier",0,"1","5","Brown",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2158","2","2","3","1","1","1","1",1,0,0,3,"1","Terrier",4,"1","3","Cream",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2159","2","2","2","3","3","3","2",1,0,0,0,"1","Terrier",2,"1","9","White",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2160","1","1","2","2","1","2","1",1,0,0,5,"1","Terrier",1,"2","5","Brown","Golden",NA,NA,NA,NA,NA,NA,NA,"No"
"2161","2","2","2","2","1","2","1",1,0,0,16,"1","Terrier",1,"1","5","White",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2162","1","1","2","3","3","2","1",1,0,0,2,"1","Terrier",0,"2","8","Brown","Golden",NA,NA,NA,NA,NA,NA,NA,"No"
"2163","1","2","1","1","1","1","1",1,0,0,7,"1","Terrier",0,"2","3","Brown","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2164","2","2","2","1","1","1","1",1,0,0,2,"1","Terrier",0,"1","3","Brown",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"2165","1","2","1","2","1","2","1",1,0,0,5,"1","Terrier",0,"2","5","Brown","White",NA,NA,NA,NA,NA,NA,NA,"No"
"2166","2","2","1","1","1","2","1",1,0,0,5,"1","Terrier",0,"1","4","Golden",NA,NA,NA,NA,NA,NA,NA,NA,"No"
