"","Type","Gender","Color1","MaturitySize","FurLength","Vaccinated","Dewormed","Sterilized","Health","Quantity","Fee","PhotoAmt","AdoptionSpeed","AgeYears","NumColors","AllMeds","purebreed","euth_risk"
"1585","Dog","Male","Black","Medium","Short","Yes","Yes","Yes","Healthy",1,0,1,"2",5,"2","3","Yes","Medium"
"1586","Dog","Male","Gray","Medium","Long","Yes","Yes","No","Healthy",1,100,2,"1",2,"2","4","Yes","Low"
"1587","Dog","Male","Gray","Small","Medium","Yes","Yes","No","Healthy",1,0,5,"1",0,"2","4","Yes","Low"
"1588","Dog","Female","Gray","Medium","Medium","Yes","Yes","No","Healthy",1,0,1,"1",3,"2","4","Yes","Low"
"1589","Dog","Male","White","Small","Short","No","Yes","No","Healthy",1,0,1,"1",0,"1","5","Yes","Low"
"1590","Dog","Female","Black","Small","Medium","Yes","Yes","Not Sure","Healthy",1,100,4,"3",4,"2","5","Yes","Medium"
"1591","Dog","Male","Gray","Small","Medium","Yes","Yes","No","Healthy",1,200,4,"1",1,"1","4","Yes","Low"
"1592","Dog","Male","Gray","Small","Short","Not Sure","Yes","Not Sure","Minor Injury",1,0,0,"3",11,"2","7","Yes","Medium"
"1593","Dog","Female","Gray","Medium","Medium","Yes","Yes","Yes","Healthy",3,350,5,"4",3,"2","3","Yes","High"
"1594","Dog","Mixed","Black","Small","Medium","Yes","Yes","No","Healthy",3,0,2,"3",3,"3","4","Yes","Medium"
"1595","Dog","Male","Black","Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,250,0,"1",2,"1","9","Yes","Low"
"1596","Dog","Female","Black","Small","Short","Yes","Yes","Yes","Healthy",1,0,2,"4",3,"2","3","Yes","High"
"1597","Dog","Female","Black","Medium","Long","Yes","Yes","Not Sure","Healthy",1,0,0,"1",2,"3","5","Yes","Low"
"1598","Dog","Male","White","Small","Short","Yes","Yes","No","Healthy",1,0,1,"1",3,"1","4","Yes","Low"
"1599","Dog","Male","White","Small","Long","Yes","Yes","Not Sure","Minor Injury",1,0,4,"1",4,"1","5","Yes","Low"
"1600","Dog","Male","Black","Medium","Short","Yes","Yes","Yes","Healthy",1,200,3,"1",1,"3","3","Yes","Low"
"1601","Dog","Female","Black","Medium","Medium","Yes","Yes","No","Healthy",1,100,2,"1",1,"2","4","Yes","Low"
"1602","Dog","Male","Brown","Small","Medium","Not Sure","Not Sure","Yes","Healthy",1,0,4,"2",3,"2","7","Yes","Medium"
"1603","Dog","Female","Gray","Small","Medium","Yes","Yes","Yes","Healthy",1,300,0,"4",4,"1","3","Yes","High"
"1604","Dog","Female","Black","Small","Medium","Yes","Yes","No","Healthy",1,100,1,"0",5,"2","4","Yes","Low"
"1605","Dog","Male","Brown","Small","Short","Yes","Yes","No","Healthy",1,0,4,"4",1,"1","4","Yes","High"
"1606","Dog","Male","Cream","Medium","Medium","Yes","Yes","Not Sure","Healthy",1,500,1,"1",1,"3","5","Yes","Low"
"1607","Dog","Female","Cream","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,5,"3",1,"1","3","Yes","Medium"
"1608","Dog","Female","Gray","Small","Medium","Yes","Yes","No","Healthy",1,0,4,"3",2,"2","4","Yes","Medium"
"1609","Dog","Male","Cream","Small","Medium","Yes","Yes","Yes","Minor Injury",1,100,2,"2",4,"2","3","Yes","Medium"
"1610","Dog","Male","Gray","Small","Short","Not Sure","Not Sure","No","Healthy",1,0,0,"3",5,"2","8","Yes","Medium"
"1611","Dog","Male","Brown","Medium","Medium","Yes","Not Sure","Not Sure","Healthy",1,0,3,"0",8,"2","7","Yes","Low"
"1612","Dog","Female","Gray","Small","Medium","Not Sure","Yes","Yes","Healthy",1,0,4,"3",1,"1","5","Yes","Medium"
"1613","Dog","Female","Gray","Small","Medium","Yes","Yes","No","Healthy",1,150,4,"3",2,"2","4","Yes","Medium"
"1614","Dog","Male","Gray","Small","Short","Yes","Yes","No","Healthy",1,0,2,"2",0,"1","4","Yes","Medium"
"1615","Dog","Female","Black","Small","Short","Yes","Yes","Yes","Healthy",1,0,0,"4",11,"1","3","Yes","High"
"1616","Dog","Male","Gray","Small","Medium","Not Sure","Not Sure","Yes","Healthy",1,0,10,"3",2,"2","7","Yes","Medium"
"1617","Dog","Male","Gray","Small","Medium","Yes","Yes","No","Healthy",1,0,1,"2",8,"1","4","Yes","Medium"
"1618","Dog","Male","Cream","Medium","Medium","Yes","Yes","No","Healthy",1,200,2,"4",0,"2","4","Yes","High"
"1619","Dog","Male","Gray","Medium","Short","Yes","Yes","Yes","Healthy",1,0,3,"2",6,"1","3","Yes","Medium"
"1620","Dog","Male","Gray","Small","Short","Not Sure","Not Sure","No","Healthy",1,200,2,"1",3,"2","8","Yes","Low"
"1621","Dog","Female","Black","Small","Medium","Yes","Yes","Yes","Healthy",1,300,5,"2",2,"3","3","Yes","Medium"
"1622","Dog","Male","Black","Small","Short","Not Sure","Not Sure","No","Healthy",1,0,3,"1",5,"2","8","Yes","Low"
"1623","Dog","Female","Black","Small","Short","Yes","Yes","No","Healthy",1,0,0,"2",1,"1","4","Yes","Medium"
"1624","Dog","Male","Gray","Small","Medium","Yes","Yes","Yes","Healthy",1,200,9,"2",4,"2","3","Yes","Medium"
"1625","Dog","Male","Gray","Medium","Short","No","Yes","No","Healthy",1,0,1,"1",5,"1","5","Yes","Low"
"1626","Dog","Male","Black","Small","Medium","No","Yes","No","Healthy",1,450,3,"1",0,"2","5","Yes","Low"
"1627","Dog","Female","Gray","Small","Long","Not Sure","Yes","Not Sure","Healthy",1,0,0,"2",3,"1","7","Yes","Medium"
"1628","Dog","Female","Gray","Small","Medium","Yes","Yes","Yes","Healthy",1,0,1,"1",4,"1","3","Yes","Low"
"1629","Dog","Female","Gray","Small","Long","Yes","Yes","No","Healthy",1,500,1,"4",3,"1","4","Yes","High"
"1630","Dog","Male","Gray","Small","Medium","Yes","Yes","Not Sure","Healthy",1,100,2,"0",1,"1","5","Yes","Low"
"1631","Dog","Female","Black","Small","Short","Yes","Yes","Yes","Healthy",1,300,2,"3",5,"3","3","Yes","Medium"
"1632","Dog","Male","Black","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,2,"3",3,"2","9","Yes","Medium"
"1633","Dog","Male","Black","Small","Short","Yes","Yes","Yes","Healthy",1,0,3,"1",2,"1","3","Yes","Low"
"1634","Dog","Female","Cream","Medium","Medium","No","No","No","Healthy",1,0,2,"2",4,"2","6","Yes","Medium"
"1635","Dog","Female","Black","Small","Short","Yes","Yes","Yes","Healthy",1,0,1,"4",11,"1","3","Yes","High"
"1636","Dog","Female","White","Small","Short","Yes","Yes","Yes","Healthy",1,0,2,"3",4,"1","3","Yes","Medium"
"1637","Dog","Male","Black","Small","Short","Yes","Yes","Not Sure","Healthy",1,0,4,"3",7,"2","5","Yes","Medium"
"1638","Dog","Mixed","Gray","Medium","Short","Not Sure","Not Sure","No","Healthy",2,0,1,"4",3,"1","8","Yes","High"
"1639","Dog","Female","Gray","Small","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,4,"3",2,"2","9","Yes","Medium"
"1640","Dog","Female","White","Small","Short","Yes","Yes","No","Healthy",1,400,5,"0",0,"1","4","Yes","Low"
"1641","Dog","Female","Black","Small","Short","Not Sure","Not Sure","Not Sure","Healthy",1,25,2,"0",5,"1","9","Yes","Low"
"1642","Dog","Male","Black","Small","Medium","Yes","Yes","Yes","Healthy",1,300,1,"1",3,"2","3","Yes","Low"
"1643","Dog","Male","Yellow","Medium","Medium","Yes","Yes","Not Sure","Minor Injury",1,200,1,"1",3,"3","5","Yes","Low"
"1644","Dog","Male","Black","Medium","Medium","Yes","Not Sure","Not Sure","Healthy",1,0,1,"4",5,"3","7","Yes","High"
"1645","Dog","Female","Gray","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,1,"2",5,"1","3","Yes","Medium"
"1646","Dog","Female","Gray","Small","Short","No","Yes","No","Healthy",1,0,3,"2",0,"2","5","Yes","Medium"
"1647","Dog","Male","Black","Medium","Medium","Yes","Yes","No","Healthy",1,0,2,"4",2,"1","4","Yes","High"
"1648","Dog","Male","Gray","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,2,"1",4,"2","3","Yes","Low"
"1649","Dog","Male","Brown","Small","Short","Yes","Yes","No","Healthy",1,50,4,"4",1,"1","4","Yes","High"
"1650","Dog","Female","Gray","Small","Long","Yes","Yes","Yes","Healthy",1,250,2,"3",7,"2","3","Yes","Medium"
"1651","Dog","Female","Black","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,3,"3",1,"3","3","Yes","Medium"
"1652","Dog","Female","Black","Small","Long","Yes","Yes","No","Healthy",1,0,1,"0",0,"2","4","Yes","Low"
"1653","Dog","Female","White","Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",2,0,5,"2",1,"1","9","Yes","Medium"
"1654","Dog","Female","White","Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",2,0,5,"2",1,"1","9","Yes","Medium"
"1655","Dog","Male","Brown","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,10,"3",1,"2","3","Yes","Medium"
"1656","Dog","Female","Black","Medium","Medium","Yes","Yes","Not Sure","Healthy",2,0,1,"3",0,"3","5","Yes","Medium"
"1657","Dog","Female","Black","Medium","Short","Yes","Yes","No","Healthy",1,0,3,"2",0,"2","4","Yes","Medium"
"1658","Dog","Female","Brown","Medium","Short","Not Sure","Not Sure","No","Healthy",1,0,4,"3",0,"1","8","Yes","Medium"
"1659","Dog","Male","Black","Medium","Short","Yes","Yes","No","Healthy",1,0,3,"3",0,"2","4","Yes","Medium"
"1660","Dog","Female","Cream","Medium","Short","No","No","No","Healthy",1,0,1,"2",1,"1","6","Yes","Medium"
"1661","Dog","Mixed","Black","Medium","Short","No","Yes","No","Healthy",4,0,6,"2",0,"3","5","Yes","Medium"
"1662","Dog","Female","Brown","Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,300,1,"4",3,"1","9","Yes","High"
"1663","Dog","Mixed","Black","Medium","Short","Not Sure","Not Sure","No","Healthy",4,0,2,"1",0,"3","8","Yes","Low"
"1664","Dog","Female","Brown","Small","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,5,"2",0,"1","9","Yes","Medium"
"1665","Dog","Male","Cream","Large","Short","No","Yes","Yes","Healthy",1,200,10,"3",0,"2","4","Yes","Medium"
"1666","Dog","Male","Brown","Medium","Short","Yes","Yes","Not Sure","Healthy",1,0,3,"3",7,"1","5","Yes","Medium"
"1667","Dog","Female","Brown","Medium","Short","No","Yes","No","Healthy",1,0,5,"1",0,"1","5","Yes","Low"
"1668","Dog","Male","Golden","Medium","Short","Yes","Yes","No","Healthy",1,0,3,"1",1,"1","4","Yes","Low"
"1669","Dog","Male","Brown","Large","Short","Yes","Yes","Yes","Healthy",1,200,5,"4",0,"2","3","Yes","High"
"1670","Dog","Mixed","Brown","Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",2,200,5,"4",3,"2","9","Yes","High"
"1671","Dog","Female","Brown","Medium","Short","Yes","Yes","No","Healthy",1,0,11,"4",0,"1","4","Yes","High"
"1672","Dog","Mixed","Gray","Medium","Medium","No","Not Sure","No","Healthy",7,250,1,"4",0,"1","7","Yes","High"
"1673","Dog","Male","Black","Large","Medium","No","Yes","No","Healthy",1,0,12,"2",0,"3","5","Yes","Medium"
"1674","Dog","Female","Brown","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",2,0,24,"1",0,"3","9","Yes","Low"
"1675","Dog","Female","Cream","Medium","Short","No","Yes","No","Healthy",1,0,4,"3",0,"3","5","Yes","Medium"
"1676","Dog","Male","Brown","Large","Short","No","No","No","Healthy",1,0,11,"1",0,"2","6","Yes","Low"
"1677","Dog","Male","Black","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,1,"4",0,"2","3","Yes","High"
"1678","Dog","Female","Black","Large","Medium","Yes","Yes","Yes","Healthy",1,0,1,"4",1,"1","3","Yes","High"
"1679","Dog","Male","Black","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,5,"3",1,"3","3","Yes","Medium"
"1680","Dog","Male","Black","Medium","Long","Yes","Yes","No","Healthy",1,500,3,"2",1,"3","4","Yes","Medium"
"1681","Dog","Male","Black","Medium","Medium","No","Yes","No","Healthy",1,50,5,"1",0,"3","5","Yes","Low"
"1682","Dog","Male","Black","Medium","Medium","Yes","Yes","Yes","Healthy",1,250,5,"3",3,"1","3","Yes","Medium"
"1683","Dog","Male","Brown","Large","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,3,"2",0,"2","9","Yes","Medium"
"1684","Dog","Female","Brown","Medium","Short","Yes","Yes","No","Healthy",1,0,3,"3",0,"1","4","Yes","Medium"
"1685","Dog","Mixed","Brown","Small","Medium","Yes","Yes","Yes","Healthy",2,0,5,"3",0,"2","3","Yes","Medium"
"1686","Dog","Female","Brown","Medium","Medium","Yes","Yes","No","Healthy",1,0,5,"1",4,"2","4","Yes","Low"
"1687","Dog","Female","Cream","Small","Short","Yes","Yes","Not Sure","Healthy",1,0,3,"1",1,"2","5","Yes","Low"
"1688","Dog","Male","Brown","Medium","Short","Yes","Yes","Not Sure","Healthy",1,0,8,"1",1,"1","5","Yes","Low"
"1689","Dog","Female","Cream","Medium","Short","Yes","Yes","No","Healthy",1,0,3,"1",2,"2","4","Yes","Low"
"1690","Dog","Female","Black","Small","Medium","Not Sure","Yes","Yes","Healthy",1,0,1,"3",5,"2","5","Yes","Medium"
"1691","Dog","Male","Brown","Medium","Medium","Not Sure","Yes","Not Sure","Healthy",1,0,2,"2",6,"2","7","Yes","Medium"
"1692","Dog","Male","Black","Small","Medium","Yes","Yes","No","Healthy",1,0,0,"1",4,"1","4","Yes","Low"
"1693","Dog","Mixed","Brown","Small","Long","Yes","Yes","No","Minor Injury",2,300,5,"2",4,"3","4","Yes","Medium"
"1694","Dog","Female","Black","Small","Medium","Not Sure","Yes","Not Sure","Minor Injury",1,100,3,"4",5,"3","7","Yes","High"
"1695","Dog","Male","Brown","Small","Medium","Yes","Yes","No","Healthy",1,0,4,"3",1,"2","4","Yes","Medium"
"1696","Dog","Male","Brown","Small","Short","Yes","Yes","No","Serious Injury",1,0,0,"4",6,"3","4","Yes","High"
"1697","Dog","Female","Cream","Small","Long","Yes","Yes","No","Healthy",1,0,0,"4",5,"2","4","Yes","High"
"1698","Dog","Male","Gray","Small","Long","Not Sure","Not Sure","Not Sure","Healthy",1,0,2,"1",2,"2","9","Yes","Low"
"1699","Dog","Male","Brown","Small","Medium","Not Sure","Not Sure","Yes","Healthy",1,0,4,"2",1,"2","7","Yes","Medium"
"1700","Dog","Male","Brown","Small","Long","Yes","Yes","Yes","Minor Injury",1,0,1,"3",7,"3","3","Yes","Medium"
"1701","Dog","Male","Brown","Small","Long","Yes","Yes","Yes","Healthy",1,100,1,"1",5,"3","3","Yes","Low"
"1702","Dog","Male","Black","Small","Short","Not Sure","Not Sure","Not Sure","Serious Injury",1,0,3,"2",6,"2","9","Yes","Medium"
"1703","Dog","Male","Black","Small","Long","Yes","Yes","Yes","Healthy",1,300,5,"4",1,"3","3","Yes","High"
"1704","Dog","Female","Brown","Small","Short","Not Sure","Yes","Not Sure","Healthy",1,0,2,"2",6,"2","7","Yes","Medium"
"1705","Dog","Male","Black","Small","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,5,"1",3,"3","9","Yes","Low"
"1706","Dog","Female","Golden","Small","Long","Not Sure","Not Sure","Not Sure","Healthy",1,0,1,"1",3,"3","9","Yes","Low"
"1707","Dog","Male","Gray","Small","Short","Yes","Yes","Yes","Healthy",1,0,4,"4",4,"2","3","Yes","High"
"1708","Dog","Female","Black","Medium","Medium","Yes","Not Sure","Not Sure","Healthy",1,0,3,"3",1,"2","7","Yes","Medium"
"1709","Dog","Male","Golden","Small","Medium","Not Sure","Not Sure","Yes","Healthy",1,0,13,"3",5,"3","7","Yes","Medium"
"1710","Dog","Female","White","Medium","Long","Yes","Yes","No","Healthy",1,0,5,"1",1,"1","4","Yes","Low"
"1711","Dog","Female","Brown","Small","Long","Yes","Yes","Yes","Healthy",1,150,4,"2",8,"3","3","Yes","Medium"
"1712","Dog","Male","Brown","Small","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,2,"1",1,"2","9","Yes","Low"
"1713","Dog","Female","Golden","Small","Long","Yes","Yes","Yes","Healthy",1,0,1,"1",6,"2","3","Yes","Low"
"1714","Dog","Male","Black","Small","Long","Yes","Yes","Yes","Healthy",1,180,4,"1",1,"3","3","Yes","Low"
"1715","Dog","Female","White","Small","Long","Yes","Yes","Not Sure","Healthy",1,180,3,"3",4,"1","5","Yes","Medium"
"1716","Dog","Male","Cream","Medium","Short","Yes","Yes","Not Sure","Healthy",1,80,3,"3",3,"1","5","Yes","Medium"
"1717","Dog","Male","Brown","Small","Medium","Yes","Yes","Not Sure","Healthy",1,100,4,"1",4,"3","5","Yes","Low"
"1718","Dog","Female","Golden","Small","Medium","Not Sure","Not Sure","Yes","Healthy",1,350,1,"0",4,"1","7","Yes","Low"
"1719","Dog","Female","Golden","Small","Long","Yes","Yes","No","Healthy",1,0,1,"4",2,"2","4","Yes","High"
"1720","Dog","Female","Brown","Small","Long","Yes","Yes","Yes","Healthy",1,0,1,"1",3,"2","3","Yes","Low"
"1721","Dog","Male","Black","Small","Short","Yes","Yes","No","Healthy",1,300,4,"1",1,"3","4","Yes","Low"
"1722","Dog","Female","Black","Medium","Medium","Not Sure","Not Sure","Yes","Healthy",1,0,4,"2",5,"2","7","Yes","Medium"
"1723","Dog","Male","White","Medium","Short","Yes","Yes","No","Healthy",1,155,0,"4",1,"1","4","Yes","High"
"1724","Dog","Mixed","Brown","Small","Short","Yes","Yes","No","Healthy",2,500,1,"1",1,"3","4","Yes","Low"
"1725","Dog","Male","Brown","Small","Medium","Yes","Yes","No","Healthy",1,0,3,"3",4,"3","4","Yes","Medium"
"1726","Dog","Female","Brown","Small","Long","Yes","Yes","Not Sure","Healthy",1,0,1,"4",3,"2","5","Yes","High"
"1727","Dog","Female","Black","Small","Long","Yes","Yes","No","Healthy",1,400,3,"1",0,"3","4","Yes","Low"
"1728","Dog","Male","Brown","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,2,"2",5,"2","9","Yes","Medium"
"1729","Dog","Male","Black","Small","Medium","Yes","Yes","No","Healthy",1,0,4,"1",5,"2","4","Yes","Low"
"1730","Dog","Male","Black","Medium","Long","Yes","Yes","No","Minor Injury",1,350,14,"3",1,"3","4","Yes","Medium"
"1731","Dog","Male","Cream","Small","Medium","Yes","Yes","Yes","Healthy",1,100,11,"3",5,"2","3","Yes","Medium"
"1732","Dog","Male","Brown","Small","Medium","Yes","Yes","Yes","Healthy",1,0,4,"2",6,"2","3","Yes","Medium"
"1733","Dog","Female","Black","Small","Long","Yes","Yes","Yes","Healthy",1,0,9,"3",6,"2","3","Yes","Medium"
"1734","Dog","Male","Black","Small","Long","Not Sure","Not Sure","No","Minor Injury",1,100,2,"4",4,"3","8","Yes","High"
"1735","Dog","Male","Brown","Medium","Medium","Not Sure","Yes","No","Healthy",1,200,3,"2",7,"2","6","Yes","Medium"
"1736","Dog","Male","White","Small","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,3,"1",1,"1","9","Yes","Low"
"1737","Dog","Female","Brown","Small","Long","Yes","Yes","Yes","Healthy",1,300,1,"2",4,"2","3","Yes","Medium"
"1738","Dog","Female","Gray","Small","Long","Not Sure","Not Sure","Not Sure","Healthy",1,300,4,"2",2,"2","9","Yes","Medium"
"1739","Dog","Male","Brown","Small","Medium","Not Sure","Not Sure","Not Sure","Minor Injury",1,0,4,"2",3,"3","9","Yes","Medium"
"1740","Dog","Female","Black","Small","Long","Yes","Yes","No","Healthy",1,650,2,"4",1,"2","4","Yes","High"
"1741","Dog","Male","Black","Small","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,3,"3",2,"2","9","Yes","Medium"
"1742","Dog","Female","Gray","Small","Medium","Yes","Yes","Yes","Healthy",1,200,2,"4",9,"2","3","Yes","High"
"1743","Dog","Female","Cream","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,2,"3",8,"1","3","Yes","Medium"
"1744","Dog","Female","Black","Small","Long","Yes","Yes","Not Sure","Healthy",1,0,4,"4",3,"3","5","Yes","High"
"1745","Dog","Male","Cream","Small","Long","Yes","Yes","Yes","Healthy",1,50,4,"3",7,"1","3","Yes","Medium"
"1746","Dog","Female","Brown","Small","Medium","Yes","Yes","Yes","Healthy",1,0,1,"2",8,"2","3","Yes","Medium"
"1747","Dog","Male","Black","Medium","Short","Yes","Yes","Not Sure","Healthy",1,0,2,"2",3,"1","5","Yes","Medium"
"1748","Dog","Male","Black","Medium","Medium","Yes","Yes","Yes","Healthy",1,188,3,"2",3,"2","3","Yes","Medium"
"1749","Dog","Male","White","Small","Short","Yes","Yes","No","Healthy",1,0,4,"4",4,"1","4","Yes","High"
"1750","Dog","Female","Cream","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,4,"4",8,"1","3","Yes","High"
"1751","Dog","Female","Black","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,3,"1",10,"3","3","Yes","Low"
"1752","Dog","Male","Brown","Small","Long","Yes","Yes","No","Healthy",1,250,2,"1",2,"3","4","Yes","Low"
"1753","Dog","Male","Black","Medium","Long","Yes","Yes","No","Healthy",1,250,1,"1",2,"3","4","Yes","Low"
"1754","Dog","Female","Brown","Small","Medium","Yes","Yes","Yes","Healthy",1,0,1,"1",3,"2","3","Yes","Low"
"1755","Dog","Male","Brown","Small","Short","Yes","Yes","No","Healthy",1,0,2,"4",10,"2","4","Yes","High"
"1756","Dog","Female","Black","Small","Long","No","No","Yes","Healthy",1,0,11,"1",1,"2","5","Yes","Low"
"1757","Dog","Female","White","Small","Long","Yes","Yes","No","Healthy",1,0,1,"1",3,"1","4","Yes","Low"
"1758","Dog","Female","Black","Small","Long","Yes","Yes","Yes","Healthy",1,0,2,"2",2,"2","3","Yes","Medium"
"1759","Dog","Male","Brown","Small","Long","Yes","Yes","Yes","Healthy",2,0,3,"1",3,"2","3","Yes","Low"
"1760","Dog","Mixed","Gray","Small","Long","No","No","No","Healthy",2,0,1,"1",0,"2","6","Yes","Low"
"1761","Dog","Female","Brown","Medium","Medium","Not Sure","Not Sure","No","Healthy",1,0,7,"2",6,"3","8","Yes","Medium"
"1762","Dog","Female","Brown","Small","Medium","Not Sure","Yes","Not Sure","Minor Injury",1,0,2,"3",9,"2","7","Yes","Medium"
"1763","Dog","Male","Gray","Small","Long","Yes","Yes","Yes","Healthy",1,0,2,"2",2,"2","3","Yes","Medium"
"1764","Dog","Female","Brown","Small","Long","Not Sure","Not Sure","Not Sure","Minor Injury",1,0,1,"1",7,"2","9","Yes","Low"
"1765","Dog","Female","Brown","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,250,0,"2",5,"1","9","Yes","Medium"
"1766","Dog","Male","Black","Small","Short","Yes","Yes","No","Healthy",1,0,1,"4",1,"1","4","Yes","High"
"1767","Dog","Female","Gray","Small","Medium","Yes","Yes","Yes","Healthy",1,0,1,"4",4,"2","3","Yes","High"
"1768","Dog","Female","Brown","Medium","Short","Yes","Yes","Yes","Healthy",1,188,2,"3",4,"2","3","Yes","Medium"
"1769","Dog","Female","Brown","Medium","Long","Yes","Yes","No","Healthy",1,200,2,"3",3,"2","4","Yes","Medium"
"1770","Dog","Male","White","Small","Medium","Yes","Yes","Yes","Healthy",1,0,2,"1",4,"1","3","Yes","Low"
"1771","Dog","Male","Brown","Small","Long","Yes","Yes","Yes","Healthy",1,150,11,"3",6,"3","3","Yes","Medium"
"1772","Dog","Female","Brown","Medium","Short","Yes","Yes","Not Sure","Healthy",1,0,1,"1",5,"2","5","Yes","Low"
"1773","Dog","Female","Cream","Small","Long","Yes","Yes","Yes","Healthy",1,0,2,"2",1,"1","3","Yes","Medium"
"1774","Dog","Female","Brown","Medium","Long","Yes","Yes","No","Healthy",1,250,2,"1",3,"3","4","Yes","Low"
"1775","Dog","Mixed","Brown","Small","Medium","Yes","Yes","Yes","Healthy",2,0,1,"1",10,"2","3","Yes","Low"
"1776","Dog","Male","Cream","Small","Long","Yes","Yes","Yes","Minor Injury",1,400,2,"2",4,"2","3","Yes","Medium"
"1777","Dog","Male","White","Small","Long","Not Sure","Not Sure","Not Sure","Healthy",1,0,4,"1",3,"1","9","Yes","Low"
"1778","Dog","Male","Black","Small","Medium","Yes","Yes","No","Healthy",1,0,0,"4",3,"3","4","Yes","High"
"1779","Dog","Female","Cream","Medium","Short","Yes","Yes","Yes","Healthy",1,0,1,"3",7,"1","3","Yes","Medium"
"1780","Dog","Female","Brown","Small","Medium","Yes","Yes","No","Healthy",1,0,1,"2",2,"3","4","Yes","Medium"
"1781","Dog","Female","Brown","Small","Long","Yes","Yes","Yes","Healthy",1,0,5,"1",8,"2","3","Yes","Low"
"1782","Dog","Male","Brown","Medium","Medium","Yes","No","No","Healthy",1,0,9,"3",0,"2","5","Yes","Medium"
"1783","Dog","Male","Cream","Small","Medium","Yes","Yes","No","Minor Injury",1,0,1,"2",3,"2","4","Yes","Medium"
"1784","Dog","Female","Cream","Small","Medium","Yes","Yes","No","Healthy",1,0,5,"1",1,"2","4","Yes","Low"
"1785","Dog","Male","Black","Medium","Long","Yes","Yes","No","Healthy",1,0,2,"2",7,"2","4","Yes","Medium"
"1786","Dog","Male","Brown","Medium","Long","Yes","Yes","Not Sure","Healthy",2,200,3,"2",8,"3","5","Yes","Medium"
"1787","Dog","Female","Brown","Medium","Medium","Yes","Yes","No","Healthy",1,300,2,"1",5,"3","4","Yes","Low"
"1788","Dog","Male","Brown","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,3,"2",7,"2","9","Yes","Medium"
"1789","Dog","Female","Black","Small","Long","Yes","Yes","No","Healthy",1,1000,2,"0",2,"3","4","Yes","Low"
"1790","Cat","Male","Brown","Medium","Long","Not Sure","Not Sure","No","Healthy",1,0,2,"1",3,"3","8","Yes","Low"
"1791","Dog","Male","Brown","Medium","Medium","Yes","Yes","No","Minor Injury",1,0,1,"1",5,"2","4","Yes","Low"
"1792","Dog","Male","Golden","Small","Short","Yes","Yes","Yes","Healthy",1,0,2,"0",6,"2","3","Yes","Low"
"1793","Dog","Male","Black","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,1,"1",3,"3","3","Yes","Low"
"1794","Dog","Female","White","Small","Medium","Yes","Yes","No","Healthy",1,500,5,"3",2,"1","4","Yes","Medium"
"1795","Dog","Male","Brown","Small","Long","Not Sure","Not Sure","Not Sure","Healthy",1,0,2,"3",3,"3","9","Yes","Medium"
"1796","Dog","Male","Cream","Small","Medium","Yes","Yes","Yes","Healthy",1,0,3,"1",4,"1","3","Yes","Low"
"1797","Dog","Male","Brown","Medium","Medium","Not Sure","Yes","No","Minor Injury",1,0,1,"2",3,"2","6","Yes","Medium"
"1798","Dog","Female","Black","Small","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,2,"3",1,"3","9","Yes","Medium"
"1799","Dog","Female","Cream","Small","Medium","Yes","Yes","No","Healthy",1,0,2,"1",1,"2","4","Yes","Low"
"1800","Dog","Male","Black","Small","Long","Not Sure","Not Sure","Not Sure","Healthy",1,0,3,"2",6,"2","9","Yes","Medium"
"1801","Dog","Female","Brown","Small","Short","Yes","Yes","No","Healthy",1,0,1,"1",7,"3","4","Yes","Low"
"1802","Dog","Male","Brown","Small","Medium","Yes","Yes","Yes","Minor Injury",1,0,1,"1",2,"3","3","Yes","Low"
"1803","Dog","Mixed","Black","Small","Long","No","No","No","Healthy",3,250,5,"1",0,"3","6","Yes","Low"
